ID,TextID,Name,Icon,Rarity,Steps,RewardBundle,RewardCatalog,RewardItem,RewardUnlock,Group,TrophyMultiplier,,,,,,,,,,,,,,,
11,DAILY_DEAL_10000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_10000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
12,DAILY_DEAL_13000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_13000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
13,DAILY_DEAL_18000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_18000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
14,DAILY_DEAL_22000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_22000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
15,DAILY_DEAL_5000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_5000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
16,DAILY_DEAL_7000_DAMAGE,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_7000_DAMAGE,,catalog_quest_r1,,,QUEST_NAME_DEAL_DAMAGE,1,,,,,,,,,,,,,,,
17,DAILY_DROP_100_MINES,QUEST_NAME_MINES,MINE_R3_E1,3,STEP_DROP_100_MINES,,catalog_quest_r3,,,QUEST_NAME_MINES,9,,,,,,,,,,,,,,,
18,DAILY_FIRE_100_SHOTS,QUEST_NAME_FIRE,quests/quest_shoot,3,STEP_FIRE_100_SHOTS,,catalog_quest_r3,,,QUEST_NAME_FIRE,9,,,,,,,,,,,,,,,
19,HALLOWEEN_2016,QUEST_NAME_HALLOWEEN,quests/quest_calendar,4,STEP_WIN_10_BATTLES,,,,,QUEST_NAME_HALLOWEEN,27,,,,,,,,,,,,,,,
20,WEEKLY_BOX_EARLY_UNCOMMON,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,2,STEP_COMPLETE_DAILIES_5,,,MYSTERY_BOX_R2,,QUEST_NAME_QUEST_BONUS,3,,,,,,,,,,,,,,,
21,WEEKLY_BOX_LATE_UNCOMMON,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,2,STEP_COMPLETE_DAILIES_5,,,MYSTERY_BOX_R2,,QUEST_NAME_QUEST_BONUS,3,,,,,,,,,,,,,,,
22,WEEKLY_BOX_RARE,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,3,STEP_COMPLETE_DAILIES_15,,,MYSTERY_BOX_R3,,QUEST_NAME_QUEST_BONUS,9,,,,,,,,,,,,,,,
23,WEEKLY_BOX_EPIC,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,4,STEP_COMPLETE_DAILIES_20,,,MYSTERY_BOX_X3_R3,,QUEST_NAME_QUEST_BONUS,27,,,,,,,,,,,,,,,
24,DAILY_DESTROY_SHOOTER_SPEEDER_ENFORCER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_SPEEDER_ENFORCER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_SPEEDER_ENFORCER,9,,,,,,,,,,,,,,,
25,DAILY_DESTROY_SHOOTER_SPEEDER_DEFENDER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_SPEEDER_DEFENDER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_SPEEDER_DEFENDER,9,,,,,,,,,,,,,,,
26,DAILY_DESTROY_SHOOTER_SPEEDER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_SPEEDER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_SPEEDER_FIXER,9,,,,,,,,,,,,,,,
27,DAILY_DESTROY_SHOOTER_ENFORCER_DEFENDER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_ENFORCER_DEFENDER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_ENFORCER_DEFENDER,9,,,,,,,,,,,,,,,
28,DAILY_DESTROY_SHOOTER_ENFORCER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_ENFORCER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_ENFORCER_FIXER,9,,,,,,,,,,,,,,,
29,DAILY_DESTROY_SHOOTER_DEFENDER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SHOOTER_DEFENDER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_SHOOTER_DEFENDER_FIXER,9,,,,,,,,,,,,,,,
30,DAILY_DESTROY_SPEEDER_ENFORCER_DEFENDER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SPEEDER_ENFORCER_DEFENDER,,catalog_quest_r3,,,DAILY_DESTROY_SPEEDER_ENFORCER_DEFENDER,9,,,,,,,,,,,,,,,
31,DAILY_DESTROY_SPEEDER_ENFORCER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SPEEDER_ENFORCER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_SPEEDER_ENFORCER_FIXER,9,,,,,,,,,,,,,,,
32,DAILY_DESTROY_SPEEDER_DEFENDER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_SPEEDER_DEFENDER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_SPEEDER_DEFENDER_FIXER,9,,,,,,,,,,,,,,,
33,DAILY_DESTROY_ENFORCER_DEFENDER_FIXER,QUEST_NAME_ONE_OF_EACH,quests/quest_destroy,3,STEP_DESTROY_ENFORCER_DEFENDER_FIXER,,catalog_quest_r3,,,DAILY_DESTROY_ENFORCER_DEFENDER_FIXER,9,,,,,,,,,,,,,,,
34,DAILY_KILL_10_WITH_BLAST_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_BLAST_R3_E1,3,STEP_KILL_10_WITH_BLAST_CANNON,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
35,DAILY_KILL_10_WITH_STANDARD_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_R3_E1,3,STEP_KILL_10_WITH_STANDARD_CANNON,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
36,DAILY_KILL_10_WITH_SNIPER_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_SNIPER_R3_E1,3,STEP_KILL_10_WITH_SNIPER_CANNON,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
37,DAILY_KILL_10_WITH_STANDARD_CARRONADE,QUEST_NAME_WEAPON_KILL,CARRONADE_R3_E1,3,STEP_KILL_10_WITH_STANDARD_CARRONADE,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
38,DAILY_KILL_10_WITH_FIRE_BOMB,QUEST_NAME_WEAPON_KILL,FIRE_BOMB_R3_E1,3,STEP_KILL_10_WITH_FIRE_BOMB,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
39,DAILY_KILL_10_WITH_FLARE_GUN,QUEST_NAME_WEAPON_KILL,FLARE_GUN_R3_E1,3,STEP_KILL_10_WITH_FLARE_GUN,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
40,DAILY_KILL_10_WITH_GRENADE,QUEST_NAME_WEAPON_KILL,GRENADE_R3_E1,3,STEP_KILL_10_WITH_GRENADE,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
41,DAILY_KILL_10_WITH_MINE,QUEST_NAME_WEAPON_KILL,MINE_R3_E1,3,STEP_KILL_10_WITH_MINE,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
42,DAILY_KILL_10_WITH_MISSILE,QUEST_NAME_WEAPON_KILL,MISSILE_R3_E1,3,STEP_KILL_10_WITH_MISSILE,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
43,DAILY_KILL_10_WITH_BIG_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_BIG_R3_E1,3,STEP_KILL_10_WITH_BIG_MORTAR,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
44,DAILY_KILL_10_WITH_LARGE_AREA_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_LARGE_AREA_R3_E1,3,STEP_KILL_10_WITH_LARGE_AREA_MORTAR,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
45,DAILY_KILL_10_WITH_LONG_RANGE_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_LONG_RANGE_R3_E1,3,STEP_KILL_10_WITH_LONG_RANGE_MORTAR,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
46,DAILY_KILL_10_WITH_STANDARD_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_R3_E1,3,STEP_KILL_10_WITH_STANDARD_MORTAR,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
47,DAILY_KILL_10_WITH_NAPALM,QUEST_NAME_WEAPON_KILL,NAPALM_R3_E1,3,STEP_KILL_10_WITH_NAPALM,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
48,DAILY_KILL_10_WITH_RAILGUN,QUEST_NAME_WEAPON_KILL,RAILGUN_R3_E1,3,STEP_KILL_10_WITH_RAILGUN,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
49,DAILY_KILL_10_WITH_FAST_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_FAST_R3_E1,3,STEP_KILL_10_WITH_FAST_TORPEDO,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
50,DAILY_KILL_10_WITH_BIG_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_R3_E1,3,STEP_KILL_10_WITH_BIG_TORPEDO,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
51,DAILY_KILL_10_WITH_TRIPLE_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_TRIPLE_R3_E1,3,STEP_KILL_10_WITH_TRIPLE_TORPEDO,,catalog_quest_r3,,,QUEST_NAME_WEAPON_KILL,9,,,,,,,,,,,,,,,
52,DAILY_WIN_5_BATTLES,QUEST_NAME_WIN,quests/quest_winner,1,STEP_WIN_5_BATTLES,,catalog_quest_r1,,,QUEST_NAME_WIN,1,,,,,,,,,,,,,,,
53,DAILY_WIN_7_BATTLES,QUEST_NAME_WIN,quests/quest_winner,2,STEP_WIN_7_BATTLES,,catalog_quest_r2,,,QUEST_NAME_WIN,3,,,,,,,,,,,,,,,
54,DAILY_KILL_6_WITH_BLAST_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_BLAST_R2_E1,2,STEP_KILL_6_WITH_BLAST_CANNON,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
55,DAILY_KILL_6_WITH_STANDARD_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_R2_E1,2,STEP_KILL_6_WITH_STANDARD_CANNON,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
56,DAILY_KILL_6_WITH_SNIPER_CANNON,QUEST_NAME_WEAPON_KILL,CANNON_SNIPER_R2_E1,2,STEP_KILL_6_WITH_SNIPER_CANNON,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
57,DAILY_KILL_6_WITH_STANDARD_CARRONADE,QUEST_NAME_WEAPON_KILL,CARRONADE_R2_E1,2,STEP_KILL_6_WITH_STANDARD_CARRONADE,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
58,DAILY_KILL_6_WITH_FIRE_BOMB,QUEST_NAME_WEAPON_KILL,FIRE_BOMB_R2_E1,2,STEP_KILL_6_WITH_FIRE_BOMB,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
59,DAILY_KILL_6_WITH_FLARE_GUN,QUEST_NAME_WEAPON_KILL,FLARE_GUN_R2_E1,2,STEP_KILL_6_WITH_FLARE_GUN,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
60,DAILY_KILL_6_WITH_GRENADE,QUEST_NAME_WEAPON_KILL,GRENADE_R2_E1,2,STEP_KILL_6_WITH_GRENADE,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
61,DAILY_KILL_6_WITH_MINE,QUEST_NAME_WEAPON_KILL,MINE_R2_E1,2,STEP_KILL_6_WITH_MINE,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
62,DAILY_KILL_6_WITH_MISSILE,QUEST_NAME_WEAPON_KILL,MISSILE_R2_E1,2,STEP_KILL_6_WITH_MISSILE,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
63,DAILY_KILL_6_WITH_BIG_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_BIG_R2_E1,2,STEP_KILL_6_WITH_BIG_MORTAR,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
64,DAILY_KILL_6_WITH_LARGE_AREA_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_LARGE_AREA_R2_E1,2,STEP_KILL_6_WITH_LARGE_AREA_MORTAR,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
65,DAILY_KILL_6_WITH_LONG_RANGE_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_LONG_RANGE_R2_E1,2,STEP_KILL_6_WITH_LONG_RANGE_MORTAR,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
66,DAILY_KILL_6_WITH_STANDARD_MORTAR,QUEST_NAME_WEAPON_KILL,MORTAR_R2_E1,2,STEP_KILL_6_WITH_STANDARD_MORTAR,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
67,DAILY_KILL_6_WITH_NAPALM,QUEST_NAME_WEAPON_KILL,NAPALM_R2_E1,2,STEP_KILL_6_WITH_NAPALM,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
68,DAILY_KILL_6_WITH_RAILGUN,QUEST_NAME_WEAPON_KILL,RAILGUN_R2_E1,2,STEP_KILL_6_WITH_RAILGUN,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
69,DAILY_KILL_6_WITH_FAST_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_FAST_R2_E1,2,STEP_KILL_6_WITH_FAST_TORPEDO,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
70,DAILY_KILL_6_WITH_BIG_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_R2_E1,2,STEP_KILL_6_WITH_BIG_TORPEDO,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
71,DAILY_KILL_6_WITH_TRIPLE_TORPEDO,QUEST_NAME_WEAPON_KILL,TORPEDO_TRIPLE_R2_E1,2,STEP_KILL_6_WITH_TRIPLE_TORPEDO,,catalog_quest_r2,,,QUEST_NAME_WEAPON_KILL,3,,,,,,,,,,,,,,,
72,DAILY_DAMAGE_LOW_WITH_BLAST_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_BLAST_R2_E1,2,STEP_DAMAGE_LOW_WITH_BLAST_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_BLAST_CANNON,3,,,,,,,,,,,,,,,
73,DAILY_DAMAGE_LOW_WITH_STANDARD_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_R2_E1,2,STEP_DAMAGE_LOW_WITH_STANDARD_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CANNON,3,,,,,,,,,,,,,,,
74,DAILY_DAMAGE_LOW_WITH_SNIPER_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_SNIPER_R2_E1,2,STEP_DAMAGE_LOW_WITH_SNIPER_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_SNIPER_CANNON,3,,,,,,,,,,,,,,,
75,DAILY_DAMAGE_LOW_WITH_STANDARD_CARRONADE,QUEST_NAME_DAMAGE_WITH_ITEM,CARRONADE_R2_E1,2,STEP_DAMAGE_LOW_WITH_STANDARD_CARRONADE,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CARRONADE,3,,,,,,,,,,,,,,,
76,DAILY_DAMAGE_LOW_WITH_GRENADE,QUEST_NAME_DAMAGE_WITH_ITEM,GRENADE_R2_E1,2,STEP_DAMAGE_LOW_WITH_GRENADE,,catalog_quest_r2,,,DAMAGE_WITH_GRENADE,3,,,,,,,,,,,,,,,
77,DAILY_DAMAGE_LOW_WITH_STANDARD_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_R2_E1,2,STEP_DAMAGE_LOW_WITH_STANDARD_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_MORTAR,3,,,,,,,,,,,,,,,
78,DAILY_DAMAGE_LOW_WITH_BIG_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_R2_E1,2,STEP_DAMAGE_LOW_WITH_BIG_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_BIG_TORPEDO,3,,,,,,,,,,,,,,,
79,DAILY_DAMAGE_MEDIUM_WITH_BLAST_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_BLAST_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_BLAST_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_BLAST_CANNON,3,,,,,,,,,,,,,,,
80,DAILY_DAMAGE_MEDIUM_WITH_STANDARD_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_STANDARD_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CANNON,3,,,,,,,,,,,,,,,
81,DAILY_DAMAGE_MEDIUM_WITH_SNIPER_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_SNIPER_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_SNIPER_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_SNIPER_CANNON,3,,,,,,,,,,,,,,,
82,DAILY_DAMAGE_MEDIUM_WITH_STANDARD_CARRONADE,QUEST_NAME_DAMAGE_WITH_ITEM,CARRONADE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_STANDARD_CARRONADE,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CARRONADE,3,,,,,,,,,,,,,,,
83,DAILY_DAMAGE_MEDIUM_WITH_FIRE_BOMB,QUEST_NAME_DAMAGE_WITH_ITEM,FIRE_BOMB_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_FIRE_BOMB,,catalog_quest_r2,,,DAMAGE_WITH_FIRE_BOMB,3,,,,,,,,,,,,,,,
84,DAILY_DAMAGE_MEDIUM_WITH_FLARE_GUN,QUEST_NAME_DAMAGE_WITH_ITEM,FLARE_GUN_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_FLARE_GUN,,catalog_quest_r2,,,DAMAGE_WITH_FLARE_GUN,3,,,,,,,,,,,,,,,
85,DAILY_DAMAGE_MEDIUM_WITH_GRENADE,QUEST_NAME_DAMAGE_WITH_ITEM,GRENADE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_GRENADE,,catalog_quest_r2,,,DAMAGE_WITH_GRENADE,3,,,,,,,,,,,,,,,
86,DAILY_DAMAGE_MEDIUM_WITH_MINE,QUEST_NAME_DAMAGE_WITH_ITEM,MINE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_MINE,,catalog_quest_r2,,,DAMAGE_WITH_MINE,3,,,,,,,,,,,,,,,
87,DAILY_DAMAGE_MEDIUM_WITH_MISSILE,QUEST_NAME_DAMAGE_WITH_ITEM,MISSILE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_MISSILE,,catalog_quest_r2,,,DAMAGE_WITH_MISSILE,3,,,,,,,,,,,,,,,
88,DAILY_DAMAGE_MEDIUM_WITH_BIG_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_BIG_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_BIG_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_BIG_MORTAR,3,,,,,,,,,,,,,,,
89,DAILY_DAMAGE_MEDIUM_WITH_LARGE_AREA_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LARGE_AREA_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_LARGE_AREA_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LARGE_AREA_MORTAR,3,,,,,,,,,,,,,,,
90,DAILY_DAMAGE_MEDIUM_WITH_LONG_RANGE_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LONG_RANGE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_LONG_RANGE_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LONG_RANGE_MORTAR,3,,,,,,,,,,,,,,,
91,DAILY_DAMAGE_MEDIUM_WITH_STANDARD_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_STANDARD_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_MORTAR,3,,,,,,,,,,,,,,,
92,DAILY_DAMAGE_MEDIUM_WITH_NAPALM,QUEST_NAME_DAMAGE_WITH_ITEM,NAPALM_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_NAPALM,,catalog_quest_r2,,,DAMAGE_WITH_NAPALM,3,,,,,,,,,,,,,,,
93,DAILY_DAMAGE_MEDIUM_WITH_FAST_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_FAST_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_FAST_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_FAST_TORPEDO,3,,,,,,,,,,,,,,,
94,DAILY_DAMAGE_MEDIUM_WITH_BIG_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_BIG_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_BIG_TORPEDO,3,,,,,,,,,,,,,,,
95,DAILY_DAMAGE_MEDIUM_WITH_TRIPLE_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_TRIPLE_R2_E1,2,STEP_DAMAGE_MEDIUM_WITH_TRIPLE_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_TRIPLE_TORPEDO,3,,,,,,,,,,,,,,,
96,DAILY_DAMAGE_HIGH_WITH_BLAST_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_BLAST_R2_E1,2,STEP_DAMAGE_HIGH_WITH_BLAST_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_BLAST_CANNON,3,,,,,,,,,,,,,,,
97,DAILY_DAMAGE_HIGH_WITH_STANDARD_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_R2_E1,2,STEP_DAMAGE_HIGH_WITH_STANDARD_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CANNON,3,,,,,,,,,,,,,,,
98,DAILY_DAMAGE_HIGH_WITH_SNIPER_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_SNIPER_R2_E1,2,STEP_DAMAGE_HIGH_WITH_SNIPER_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_SNIPER_CANNON,3,,,,,,,,,,,,,,,
